nombre,artista,id_artista,año,genero,genero_general
Godzilla (feat. Juice WRLD),Eminem,7dGJo4pcD2V6oG8kP0tJRR,2020,rap,hip-hop
Today - Live at Mothership Studios,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
anything,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,2020,indie folk,folk
"No Woman, No Cry - 1975 Audio Version",Bob Marley,6BH2lormtpjy3X9DyrGHVj,2020,reggae,reggae
Don't Start Now,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2020,pop,pop
Wind,Tommy,5h0HAhETmJ53akyGkUBaQR,2020,thai pop,k-pop
Canter,Gerry Cinnamon,7cpCnhhBIU1gA7EhTFApN1,2020,indie,indie
My Blood,DANNY AVILA,1Xv1qZHJ1hnRlWHRTZ3uci,2020,techno,electrónica
The Thrill,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,2020,rap,hip-hop
Tarde Demais,Nuno Ribeiro,14q08vxBLlQPCHdmAN5j2N,2020,pop,pop
Save Your Tears,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,R&B,r&b
A&B,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,2020,r&b,r&b
Shut up My Moms Calling,Hotel Ugly,35WVTyRnKAoaGExqgktVyb,2020,indie pop,indie
Delli (feat. Adel) - Crib Session,Ricky Rich,1gm1katIowFM22Ldqcw6DK,2020,hip-hop,hip-hop
forwards beckon rebound,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,2020,indie folk,folk
Babe ich weiß,SAMIRA,6nZda35mVu8s1uIhJSaAKM,2020,pop,pop
Sweet but Psycho,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,2020,pop,pop
Kalt wie Eis (feat. Tommy),Ciro,34UVu13oDPEzL7aXQMOqcO,2020,german hip hop,hip-hop
exile (feat. Bon Iver),Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020,pop,pop
Paco Montalvo - Leyenda (Official Music Video),Paco Montalvo,5IinwbNi6wZ44tgwtaObhv,2020,flamenco,flamenco
"not a lot, just forever",Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,2020,indie folk,folk
Hello - Moto/Spory,Kukon,3U5Oag04Yl2WnvPULOlsMD,2020,hip-hop,hip-hop
Guilty Conscience,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,2021,hip-hop,hip-hop
FAKE - BRITs 2022 Rising Star Live Session,Lola Young,67FB4n52MgexGQIG8s0yUH,2021,indie pop,indie
you broke me first,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2021,pop,pop
อยู่คนเดียว (Loner),WANYAi,7JGpNnXUEolFmY4yIBSWD7,2021,thai rock,rock
Still Sleepless,D.O.D,0Cs47vvRsPgEfliBU9KDiB,2021,piano house,indie
Un'estate normale,Nek,2Hd7Yrh32At3YRqhoW2RXe,2021,pop,pop
traitor,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
Sharpener’s Calling Me Again (feat. Kina),Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,2021,bedroom pop,pop
Mess It Up,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2021,indie pop,indie
Riches Wii a Pree,Teejay,0TBQhPUEj1c5PlmTu3Hq5q,2021,tamil indie,indie
drivers license,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
Tú no me conoces,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,2021,reggaeton,latino
Seventeen Going Under,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,2021,indie rock,indie
Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2021,indie pop,indie
Easy On Me,Adele,4dpARuHxo51G3z768sgnrY,2021,soft pop,pop
Tussi Code Mari,Marcianeke,5XQWXnMwsvuvCPMneXUbsy,2021,reggaeton chileno,latino
good 4 u,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
J'fly,Greg Yeya,4UBQmcjAzvho2wG4OfIucn,2021,hip-hop,hip-hop
raining for hours,ame,7htQnykNfk2Bu39bSw7owz,2021,electronic,electrónica
Shivers,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2021,soft pop,pop
Alors alors - Version acoustique,Lou,6iHKWDaniE1NyU3xZ7FeGg,2021,pop,pop
The Color Violet,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,2021,hip-hop,hip-hop
Hayu Gaskeun Ah,Putih Abu-Abu,3yRNoZZuzU5TC7uwOxd7cL,2021,sholawat,Otros
favorite crime,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
deja vu,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
Ciao,Rouss,3Xa0w2RUuQw38J199xgj2A,2021,pop,pop
Give It To Me - Full Vocal Mix,Matt Sassari,21dVknSLCsK37cWozWDZZS,2021,tech house,electrónica
Aina ikävä jonnekin (feat. Aki Tykki),Danny,5jLdTpcCZRQIWiSbfKf2cz,2021,iskelmä,pop
Every Night White Noise,The Noisy Outdoors,6ipASreqbHk6a7aR2xo9BW,2021,ambient,ambient
Ferrari (feat. Luciano),Capo Plaza,5SulO4l40qDuV9zUGLZx7n,2021,italian trap,hip-hop
Happier Than Ever,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2021,indie pop,indie
"Bach, JS: Violin Sonata No. 3 in C Major, BWV 1005: III. Largo",Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,2021,classical,clásica
Make Me Feel Good,Belters Only,1H1sDUWSlytzifZTDpKgUA,2021,edm,electrónica
Solo - Acoustic,Matteo Bocelli,3SzmIPVTtVc0AzbR8kwk0w,2021,christmas,pop
Rumore Bianco,Relaxed Minds,0AuDQR88HtZsQXLnbq007R,2021,ambient,ambient
One Day - Live,MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,2021,k-pop,k-pop
family ties (with Kendrick Lamar),Baby Keem,5SXuuuRpukkTvsLuUknva1,2021,hip-hop,hip-hop
Subiendolo,Jay Oc,4xfAJoeFObf1ny2nj3sgMS,2021,hip-hop,hip-hop
You Belong With Me (Taylor’s Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,2021,pop,pop
"Bach, JS: Violin Partita No. 3 in E Major, BWV 1006: I. Preludio",Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,2021,classical,clásica
Feels Like,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2021,indie pop,indie
Redeemer,Karima,6e4PwrSrYPtaxeVxZuOZbi,2021,pop,pop
Chemtrails Over The Country Club,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2021,indie pop,indie
กลับไปก่อนได้ไหม (feat. URBOYTJ),Num KALA,1kUVa9zNj2ohZptBv4uK8c,2021,thai pop,k-pop
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,06HL4z0CvFAxyc27GXpf02,2021,pop,pop
J'suis mal,Alexy Large,7yviGBKRYiXscGmyyQhwG1,2021,hip-hop,hip-hop
"jealousy, jealousy",Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,pop
Fica Pra Dormir - Ao Vivo,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,2021,sertanejo,samba
Stick Season,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2022,indie folk,folk
Don't Play by the Rules,D.T.E,72HNCRVjK93J4ZnCY8rb1q,2022,hip-hop,hip-hop
Something in the Orange,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2022,country,country
"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile)",Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,2022,classical,clásica
Deep Phase Noise 1,Milli Hughes,5qq6C4dNld3AWHbh2WaNAR,2022,ambient,ambient
"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,2022,classical,clásica
End of Beginning,Djo,5p9HO3XC5P3BLxJs5Mtrhm,2022,psychedelic pop,pop
Elixir,Tommy Saint,0bQjsCM8HJUB1bOpl8WSgV,2022,cedm,electrónica
Sun to Me,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2022,country,country
Playa (feat. Ella Bands),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2022,melodic rap,hip-hop
"Burn, Burn, Burn",Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2022,country,country
Bank of Wildflowers (feat. Georgia),William Orbit,2AHGrNDMKFi8rHqQ8kJqfl,2022,idm,electrónica
All My Love,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2022,indie folk,folk
Vivien,††† (Crosses),3vHmFWgPOWOVtlHSnaxLJf,2022,experimental,indie
Nonsense,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2022,pop,pop
Até Que é Bom,LUA,6Kn5qpqJoHEY2D8uvgUQut,2022,city pop,pop
Oklahoma Smokeshow,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2022,country,country
Она любила музыку,Dima Bilan,19rplJ3Uh67C1fNAwq7ohw,2022,pop,pop
Nobody Gets Me,SZA,7tYKF4w9nC0nq9CsPZTHyP,2022,r&b,r&b
My Phone,Tommy Saint,0bQjsCM8HJUB1bOpl8WSgV,2022,cedm,electrónica
Northern Attitude,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2022,indie folk,folk
Full Round Table,CQ Wrestling,4pUT9OPOWyNU0jMEob4tqU,2022,rock,rock
flowers-fire,Kingfishr,6c2qQFq3xfxFJndX6wSe4f,2022,folk pop,folk
TV - Live From Singapore’s Cloud Forest,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2022,indie pop,indie
she's all i wanna be,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2022,pop,pop
Made Rich,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,2022,hip-hop,hip-hop
Motorcycle Drive By,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2022,country,country
เพิ่งรู้(Never Knew),Earth Pirapat,5WNYZY9iRoV2jtET26n9lf,2022,t-pop,k-pop
As It Was,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2022,pop,pop
La Carta Que Nunca Te Escribí - Remix,Lu Decker,74LXFsgo40nbOJaO74QTAm,2022,pop,pop
eyes don’t lie,Kingfishr,6c2qQFq3xfxFJndX6wSe4f,2022,folk pop,folk
The Side,Rod D,74vb8gsoOmgeUrsvYBX4Hx,2022,hip-hop,hip-hop
World Hold On - FISHER Rework,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,2022,french house,electrónica
"2001 // Life Is Yours - The Colour Wheel Session , London 2022",Foals,6FQqZYVfTNQ1pCqfkwVFEa,2022,indie,indie
ceilings,Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,2022,indie pop,indie
Everlasting Love,Folder,2hyscgwWGeLUoYKEpbGtP1,2022,electronic,electrónica
I'm Good (Blue),David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2022,edm,electrónica
ขอบคุณที่เลิกกัน,KLEAR,2TE6bCnjUh8fe7U7g8ajcs,2022,thai pop,k-pop
I Love You,Fontaines D.C.,3SXwqSqAoBz9WCI9PDQzY6,2022,post-punk,rock
Love Of Mine,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2022,alternative rock,rock
Afraid To Feel,LF SYSTEM,0HxX6imltnNXJyQhu4nsiO,2022,edm,electrónica
0.4 (feat. Kanoé),La Peee,47BEXrGacbFC66aygrjSxJ,2022,hip-hop,hip-hop
because i liked a boy,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2022,pop,pop
Waltz | Hoa (Original Soundtrack),Johannes Johansson,7u7VohKLwXLckuyYejvmff,2022,ambient,ambient
TV,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2022,indie pop,indie
Still countin / Poppin,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,2022,rage rap,hip-hop
Orange Juice,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2022,indie folk,folk
Fieber / Glatteis,Nina Chuba,2kS9NyuATpYwjeB93h24H5,2022,german pop,pop
the perfect pair,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,2022,bedroom pop,pop
XI COMANDAMENTO - VASCO LIVE XXII,Vasco Rossi,5l4nhyz8876RhgE2d18h65,2022,italian singer-songwriter,Otros
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2023,country,country
Rodeo (Remix),Lah Pat,6dhd3wcal02KeLBk5wScfd,2023,hip-hop,hip-hop
Pink Pony Club,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Party Jumpin’,Jamie Brown,1itVP3ysVe9MMrYCeOKMsO,2023,pop,pop
Pink Pony Club,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Animals in the Ocean,Blippi,30niqFGUKKUg1horQSgwBn,2023,children's music,Otros
Lose Control,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,2023,pop,pop
僕は頑張るよっ feat. ano,Shinsei Kamattechan,1ZnuqrjIR4q8zhgriUYsSo,2023,anime,k-pop
The Door,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,2023,pop,pop
Gyal Dem Time (feat. Teejay),Shaggy,5EvFsr3kj42KNv97ZEnqij,2023,reggae,reggae
You’re Gonna Go Far,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2023,indie folk,folk
Double R's,Slim,31kuTHJ0NEF3i9UTnxuYSl,2023,hip-hop,hip-hop
HOT TO GO!,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Let's Talk Money (feat. Headie One),Slim,31kuTHJ0NEF3i9UTnxuYSl,2023,hip-hop,hip-hop
Prada,cassö,5wCmhq5J2hPwL2r0eKurxn,2023,edm,electrónica
Standard,Einar,2A0z6Qg6u9zBYIJW3Cr64J,2023,hip-hop,hip-hop
Nine Ball,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2023,country,country
BM | DJ TAO Turreo Sessions #17,DJ Tao,5CA5IqbsFr4hpNLdjgO0BU,2023,rkt,latino
Red Wine Supernova,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Put Your Name On Me,Travis Greene,22JNV0JWTJkY1qzKJhxdRe,2023,gospel,blues
HOT TO GO!,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Dużo Ciebie Mi,Lemon,3GqZI2mcDNtrVB8pRP61Tu,2023,post-disco,dance
Casual,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2023,pop,pop
Pasatiempo,La China,0MONbt46lfQCO66bPIj5hi,2023,electroclash,electrónica
NIGHTS LIKE THIS,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2023,hip-hop,hip-hop
Basta Ya,El Mimoso Luis Antonio López,1WAQn5rQnzDzGM5zEu9UvT,2023,regional mexican,latino
Mary's Pub,Amble,5ZC7GPz5h9zkEfjZBUDNzI,2023,indie,indie
Desaniversario,La China,0MONbt46lfQCO66bPIj5hi,2023,electroclash,electrónica
Shot In The Dark,Kingfishr,6c2qQFq3xfxFJndX6wSe4f,2023,folk pop,folk
Ay Ay Ay,La China,0MONbt46lfQCO66bPIj5hi,2023,electroclash,electrónica
Stumblin' In,CYRIL,11kt6ggsdxvI8MhyeSMKom,2023,pop,pop
Ana Wingii,Wingii,3i5MnWpawRCC9SYhLIHP7W,2023,egyptian hip hop,hip-hop
greedy,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2023,pop,pop
Sidi,Wingii,3i5MnWpawRCC9SYhLIHP7W,2023,egyptian hip hop,hip-hop
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2023,indie pop,indie
Track Record 2.0 (feat. Tony Fresh),Travis Greene,22JNV0JWTJkY1qzKJhxdRe,2023,gospel,blues
Caroline,Kingfishr,6c2qQFq3xfxFJndX6wSe4f,2023,folk pop,folk
Ela é um Hit,Tritom,7A5lTNequ9HtuW8TQH1KMg,2023,nova mpb,samba
Feather,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2023,pop,pop
Sinner - Live Performance,The Last Dinner Party,5SHgclK1ZpTdfdAmXW7J6s,2023,indie,indie
Flowers,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,2023,pop,pop
Expect Impossible (feat. Tony Fresh),Travis Greene,22JNV0JWTJkY1qzKJhxdRe,2023,gospel,blues
vampire,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2023,pop,pop
I'm always waiting for you,LEMONY,3w3wnGjv8BXdXbOQShYGec,2023,indie,indie
Call Your Mom,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2023,indie folk,folk
หากันจนเจอ (ซนซน 40 ปี GMM GRAMMY),พลพล,6YzSmyo0PdJvAJ3WvyPCkb,2023,phleng phuea chiwit,folk
Asking,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,2023,house,electrónica
Dingue de toi (Turn me on) [feat. Dana],Alexy Large,4FlyOnqbpEbCR34xmBEIu2,2023,nightcore,metal
Sarah's Place (feat. Noah Kahan),Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2023,country,country
89 8+9+989 (feat. 草爺),馬念先,1SpB1xFnn94QMqVmcmzS7A,2023,mandopop,pop
That’s So True,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2024,indie pop,indie
That’s So True - Live From Radio City Music Hall,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2024,indie pop,indie
Sailor Song,Gigi Perez,1iCnM8foFssWlPRLfAbIwo,2024,indie,indie
Hurt,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2024,soft pop,pop
BIRDS OF A FEATHER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2024,indie pop,indie
Passenger Princess,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,2024,hip-hop,hip-hop
"Good Luck, Babe!",Chappell Roan,7GlBOeep6PqTfFi59PTUUN,2024,pop,pop
Risk - Live From The Tonight Show With Jimmy Fallon,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2024,indie pop,indie
Not Like Us,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2024,hip hop,hip-hop
Circles,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,2024,hip-hop,hip-hop
Die With A Smile,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2024,art pop,pop
Tuck Your Chain,Money Man,3Rx4PJ7SP6unkOk5elPUK7,2024,hip-hop,hip-hop
Messy,Lola Young,67FB4n52MgexGQIG8s0yUH,2024,indie pop,indie
Little Window - Live Studio Session,FINNEAS,37M5pPGs6V1fchFJSgCguX,2024,indie pop,indie
Taste,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2024,pop,pop
I Ain't Sayin' - Performance,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,2024,country,country
"I Love You, I'm Sorry",Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2024,indie pop,indie
Last Night In Kingston,Konan,3YovKOlvuikZAiRIz5fTfR,2024,grime,hip-hop
Pink Skies,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2024,country,country
Aimer à moitié,Calema,6PIIKavZx20FlVKyIvb4Um,2024,kizomba,africano
The Days - NOTION Remix,Chrystal,5bQ3wFgekuIMIcWJuxkqLK,2024,pop,pop
DUMBAI,CA7RIEL & Paco Amoroso,6I8TDGeUmmLom8auKPzMdX,2024,argentine trap,hip-hop
DENIAL IS A RIVER,Doechii,4E2rKHVDssGJm2SCDOMMJB,2024,hip-hop,hip-hop
"Bheegi Bheegi - From ""Gangster""",Pritam,1wRPtKGflJrBx9BmLsSwlU,2024,bollywood,bollywood
tv off (feat. lefty gunplay),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2024,hip hop,hip-hop
Horror Story,Tay Savage,3bEvCfguncHB5a063kJr71,2024,hip-hop,hip-hop
APT.,ROSÉ,3eVa5w3URK5duf6eyVDbu9,2024,k-pop,k-pop
Postcards - Acoustic Version,Mackenzy Mackay,28WNtilgFPn1mdz3h0FjHl,2024,indie,indie
Somedays,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,2024,house,electrónica
Oublier,Rsko,3L774tiJRvPmAS90pOLB44,2024,pop urbaine,pop
Messy,Lola Young,67FB4n52MgexGQIG8s0yUH,2024,indie pop,indie
Rid Of Me - Live,Still Woozy,4iMO20EPodreIaEl8qW66y,2024,bedroom pop,pop
WILDFLOWER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2024,indie pop,indie
EA2 (The Beginning of the Era),Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,2024,melodic rap,hip-hop
Too Sweet,Hozier,2FXC3k01G6Gw61bmprjgqS,2024,indie folk,folk
Lindo Momento,Julliany Souza,0d71FlLkqZzdpEQifcngQq,2024,gospel,blues
Bed Chem,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2024,pop,pop
Family Feud - Live at The Ford,FINNEAS,37M5pPGs6V1fchFJSgCguX,2024,indie pop,indie
Bug,Fontaines D.C.,3SXwqSqAoBz9WCI9PDQzY6,2024,post-punk,rock
Dead Flowers,Boldy James,4fpwOzxFRMVGfd197dKIdY,2024,boom bap,hip-hop
Beautiful Things,Benson Boone,22wbnEMDvgVIAGdFeek6ET,2024,pop,pop
Seu Astral / Mistérios,Fiorella,6cX9Qyl1Ug5lli2y2yBm52,2024,agronejo,samba
Stargazing,Myles Smith,3bO19AOone0ubCsfDXDtYt,2024,indie,indie
BABY GANGSTA,CA7RIEL & Paco Amoroso,6I8TDGeUmmLom8auKPzMdX,2024,argentine trap,hip-hop
APT.,ROSÉ,3eVa5w3URK5duf6eyVDbu9,2024,k-pop,k-pop
ILMSY (MOVES),Rotimi,1xBARhKI09ZTmeePVDWMCf,2024,afrobeats,africano
Carry You Home,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,2024,indie,indie
Ghosts / Slowing Down,Scarlet House,7jWdMH4K9omZ4z2UkGkz6N,2024,shoegaze,rock
Kisses (feat. bbyclose),BL3SS,6kbR2eL4hecj3rFwGOsYsI,2024,pop,pop
Uzi The Earthling! (TV Show Theme),Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,2024,melodic rap,hip-hop
Ordinary,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,2025,indie,indie
Messy - Live at the 2025 BRIT Awards,Lola Young,67FB4n52MgexGQIG8s0yUH,2025,indie pop,indie
Busy Woman,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2025,pop,pop
Nothing Matters - Live at the 2025 BRIT Awards,The Last Dinner Party,5SHgclK1ZpTdfdAmXW7J6s,2025,indie,indie
Abracadabra,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2025,art pop,pop
Satanized,Ghost,1Qp56T7n950O3EGMsSl81D,2025,metal,metal
Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
CYANIDE (Live Performance),SIENNA SPIRO,02gSuSAWEdWa5UOvqzjX6v,2025,indie,indie
15 Minutes,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2025,pop,pop
Dream Of My Own - Live From Manchester,Calum Bowie,0BjKESiuU8dT323VIL8SqG,2025,indie,indie
Revolving door,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Hold On - Live From The Ryman,Luke Grimes,7Cezk2wEDBPfYCwEuKum1Y,2025,country,country
Bad Dreams,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,2025,pop,pop
"Nadaaniyan - Title Track [From ""Nadaaniyan""]",Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,2025,gujarati pop,pop
DtMF,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2025,reggaeton,latino
"The Sound And The Fury - Live On The Ed Sullivan Show, March 1, 1959",The Platters,6KWcxMWVNVIYbdOQyJtsSy,2025,doo-wop,jazz
Siren sounds (bonus),Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
"Schubert: Erlkönig, Op. 1, D. 328 (Orch. Bersanetti)",Franz Schubert,2p0UyoPfYfI76PCStuXfOP,2025,chamber music,clásica
CRG (feat. Dave),Central Cee,5H4yInM5zmHqpKIoMNAx4r,2025,uk drill,hip-hop
Kabin Party & Belter,Kabin Crew,6BHou7i94KE1FpHgDVWZEK,2025,hip-hop,hip-hop
Revolving door,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
PSILOCYBIN & DAISIES - Live,Jessie Reyez,3KedxarmBCyFBevnqQHy3P,2025,indie pop,indie
It's Amazing To Be Young,Fontaines D.C.,3SXwqSqAoBz9WCI9PDQzY6,2025,post-punk,rock
"""BODY BAG""(Official Music Video)",DUSTY LOCANE,22hWz22JAmIhIEp0u1X01L,2025,brooklyn drill,hip-hop
NOKIA,Drake,3TVXtAsR1Inumwj472S9r4,2025,rap,hip-hop
"Oh, Singer - Live On The Ed Sullivan Show, March 7, 1971",Jeannie C. Riley,3MIwMeYV8vmgQFbbRiJTp2,2025,country,country
Purple lace bra,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Willow - Live,Tamino,3IWdvItNhmdo282Wwp0CwH,2025,indie,indie
Miss possessive,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Pop n Olive,Samara Cyn,4nqQTosM2Mbg7iRjvJU0N0,2025,indie,indie
Dear god,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Gaslighter - Live,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,2025,opm,Otros
Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Ghosts - Live,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,2025,opm,Otros
bloodonmyhands (feat. Flo Milli),Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Ancient Light,I'm With Her,3oXddLOOjkoUuC2sX1RMdr,2025,bluegrass,country
I know love (feat. The Kid LAROI),Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
"Maya, Maya, Maya - Live From Middle Farm Studios / 2023",Maya Delilah,6TWEX2qTj9b0bBsXSVCMKM,2025,indie,indie
Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Spring Sings - Live,Ellie Holcomb,5hNiAUVPCTgcpy8vljCxzs,2025,christian folk,folk
Signs,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
"Tiptoe Through The Tulips - Live On The Ed Sullivan Show, July 26, 1964",Helen Shapiro,05kB8yh0Bbxj73qH63Ob3C,2025,northern soul,blues
Like I do,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
reprogram,Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,2025,alternative r&b,r&b
It's ok I'm ok,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Are U Still - Live,Leven Kali,5YZ5AExR68U3ZblH6HcO6B,2025,R&B,r&b
Greenlight,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
Scratch My Brain (Interlude) (Visualizer),Elohim,6wKxOKEA3K6R2UZ3COLXEY,2025,electronic,electrónica
Means I care,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,pop,pop
